"","Actinomyces-naeslundii","Actinomyces-oris","Actinomyces-sp.-oral-taxon-171","Actinomyces-sp.-oral-taxon-414","Actinomyces-sp.-oral-taxon-897","Aerococcus-urinaeequi","Aerococcus-viridans","Bacillus-cereus","Brevibacterium-linens","Brevundimonas-diminuta","Brevundimonas-vesicularis","Cardiobacterium-hominis","Chryseobacterium-gleum","Chryseobacterium-indologenes","Chryseobacterium-taklimakanense","Corynebacterium-doosanense","Corynebacterium-jeikeium","Corynebacterium-sanguinis","Corynebacterium-simulans","Corynebacterium-singulare","Corynebacterium-stationis","Corynebacterium-striatum","Corynebacterium-ureicelerivorans","Corynebacterium-variabile","Corynebacterium-xerosis","Cutibacterium-acnes","Cutibacterium-avidum","Dermacoccus-nishinomiyaensis","Dolosigranulum-pigrum","Epidermidibacterium-keratini","Fusobacterium-nucleatum","Gardnerella-vaginalis","Gemella-haemolysans","Gordonia-bronchialis","Gordonia-terrae","Haematobacter-massiliensis","Haemophilus-parainfluenzae","Klebsiella-aerogenes","Lactobacillus-delbrueckii","Lactobacillus-iners","Lactobacillus-reuteri","Lactococcus-lactis","Lautropia-mirabilis","Lawsonella-clevelandensis","Leptotrichia-sp.-oral-taxon-212","Leptotrichia-wadei","Lysobacter-oculi","Malassezia-furfur","Malassezia-restricta","Massilia-oculi","Moraxella-osloensis","Neisseria-elongata","Neisseria-mucosa","Neisseria-subflava","Pantoea-dispersa","Porphyromonas-gingivalis","Prevotella-denticola","Prevotella-intermedia","Prevotella-melaninogenica","Pseudomonas-aeruginosa","Pseudomonas-mendocina","Pseudomonas-monteilii","Pseudopropionibacterium-propionicum","Rothia-aeria","Rothia-dentocariosa","Rothia-mucilaginosa","Schaalia-odontolytica","Staphylococcus-aureus","Staphylococcus-haemolyticus","Staphylococcus-pettenkoferi","Staphylococcus-saprophyticus","Staphylococcus-sciuri","Staphylococcus-warneri","Streptococcus-cristatus","Streptococcus-mitis","Streptococcus-pneumoniae","Streptococcus-sanguinis","Streptococcus-thermophilus","Tannerella-sp.-oral-taxon-HOT-286","Tsukamurella-tyrosinosolvens","Veillonella-parvula","Weissella-confusa"
"sample_45",0.0555212958315111,0,0,0,0,0,0,0,0,0.0277606479157555,0,0.0277606479157555,0,0,0,0,0,0,0,0,0,0,0.0555212958315111,0.0277606479157555,0,1.55459628328231,0,0,0,0,0.0277606479157555,0,0,0,0,0,0,0,0,0.416409718736333,0,0,0.0277606479157555,0.0555212958315111,0,0,0,0,1.38803239578778,0,1.41579304370353,0,0,0,0,0,0,0,0,0.0555212958315111,0,0,0,0,0,0,0.0277606479157555,0,0,0,0,0,0,0,0,0,0,0,0.0555212958315111,0,0,0
"sample_46",0,0,0,0,0,0,0,0.0576100018337264,0.0288050009168632,0.288050009168632,0.0288050009168632,0,0.0576100018337264,0,0,0,0,0,0,0,0,0,0.0864150027505895,0.0288050009168632,0,2.62125508343455,0,0.316855010085495,0,0,0.0576100018337264,0,0,0,0.0864150027505895,0,0,0,0,0.144025004584316,0,0.0288050009168632,0.115220003667453,0.0288050009168632,0,0.0576100018337264,0.0288050009168632,0,0.345660011002358,0,4.95446015770047,0,0.0288050009168632,0,0,0.0576100018337264,0,0.0288050009168632,0.0576100018337264,0.403270012836084,0,0,0,0,0,0,0,0.0288050009168632,0,0,0,0.0576100018337264,0,0,0,0,0.0576100018337264,0.0288050009168632,0,0,0.0576100018337264,0
"sample_47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15130842446976,0,0,0,0,0,0.20174456595968,0,0,0,0,0,0,0.10087228297984,0,0,0,0,0,0,0,0,0,0.0504361414899199,0,0.0504361414899199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15130842446976,0,0,0,0
"sample_48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68327013141414,0,0,0,0,0,0.0654456129613204,0.0654456129613204,0,0,0,0,0.0654456129613204,0,0.916238581458486,0,0,0,0.0654456129613204,0,0,0,0.327228064806602,0.392673677767922,0,0.130891225922641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654456129613204,0.392673677767922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_49",0,0,0,0,0.118137935845548,0,0.118137935845548,0,0,0.177206903768323,0.177206903768323,0.0590689679227742,0,0,0.236275871691097,0,0,0,0,0,0.177206903768323,0,0,0.0590689679227742,0,6.20224163189129,0,0.177206903768323,0.236275871691097,0,0,0.531620711304968,0,0,0,0.0590689679227742,0,0,0,0.590689679227742,0,0.118137935845548,0.354413807536645,0.590689679227742,0,0,0,0.0590689679227742,2.12648284521987,0.118137935845548,41.3482775459419,0,0,0,0,0,0,0,0,0.118137935845548,0,0.0590689679227742,0.295344839613871,0,0,0.354413807536645,0,0.0590689679227742,0,0,0.531620711304968,0,0,0,0,0,0.0590689679227742,0.0590689679227742,0,0,0.0590689679227742,0
"sample_50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475238855642895,0.0237619427821447,0,0,0,0,0,0,0,0,0,0.356429141732171,0,0,0.0237619427821447,0.0475238855642895,0,0,0.0237619427821447,0,0,0,0,0,0.0237619427821447,0.0237619427821447,0,0,0.0475238855642895,0,0,0,0.0237619427821447,0,0.118809713910724,0.0237619427821447,0.499000798425039,0.0237619427821447,0,0,0,0,0,0,0,0,0,0,0.0237619427821447,0,0,0,0,0,0,0,0.0237619427821447,0,0,0,0,0,0,0,0,0,0,0.356429141732171
"sample_51",0,0,0,0,0,0,0,5.24823495298237,0,1.31205873824559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8652922414031,0,0,0,2.62411747649119,0,0,0,0,0,0,0,0,0,0,0,1.31205873824559,0,2.62411747649119,0,0,0,0,62.9788194357885,0,41.985879623859,0,0,0,0,0,0,0,0,0,1.31205873824559,0,0,0,0,2.62411747649119,1.31205873824559,0,0,5.24823495298237,0,0,1.31205873824559,0,0,0,0,1.31205873824559,0,0,0,0
"sample_52",0,0,0,0.339129336298454,0,0,0,0,0.296738169261147,0.508694004447681,0.296738169261147,0,0,0,0,0,0,0,0,0.763041006671522,0.508694004447681,0.0423911670373068,0.381520503335761,3.64564036520838,0,10.2162712559909,0,0.974996841858056,1.69564668149227,0.678258672596908,0,6.18911038744679,0,0,0,0,0.805432173708829,0.0847823340746135,5.6380252159618,1.14456151000728,0.551085171484988,1.14456151000728,4.06955203558145,0,0.508694004447681,0,0.12717350111192,0,5.34128704670065,0.593476338522295,31.920548779092,0,0.0423911670373068,0.12717350111192,0,0,0,0,0,0.551085171484988,0.381520503335761,0,0.296738169261147,0,0,2.45868768816379,0,0.0423911670373068,0,0.0847823340746135,0,0.211955835186534,0,0,0,0,0,0,0,0,0.296738169261147,0
"sample_53",0,0,0,0,0,0,0,0,0,0.0419150447430528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502980536916634,0,0,0,0,0,0.167660178972211,0,0,0,0,0,0.0838300894861056,0,0.0419150447430528,0,0,0,0,0,0,0,0,0.0838300894861056,0.0838300894861056,0.209575223715264,0,0,0,0,0,0,0.0419150447430528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838300894861056,0,0,0,0,0,0,0,0,0
"sample_54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957077010244552,0,0,0.334976953585593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478538505122276,0,0,0,0,0,0,0,0,0.143561551536683,0,1.05278471126901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143561551536683,0,0,0,0,0,0,0,0.143561551536683,0,0.0478538505122276
"sample_55",0,0,0,1.46037934985801,0,3.17847270263215,0,0.773142008748359,0.859046676387066,12.5420814752512,2.5771400291612,0,0,0.687237341109653,0,1.54628401749672,0,0,0,0,0,0,0,0,0,108.583499895325,0,0,0,0,0.0859046676387066,1.71809335277413,0,0,0,0,0,2.49123536152249,0,0,0,0.51542800583224,2.14761669096767,0,0,0,0.773142008748359,0,3.43618670554826,1.80399802041284,28.0908263178571,0,0,0,0,0,0,0,0,14.346079495664,3.8657100437418,1.20266534694189,0,0,0,1.11676067930319,0,1.71809335277413,0,0,2.5771400291612,0,2.83485403207732,0,0.859046676387066,0,0,0,0.51542800583224,0,0,0
"sample_56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167776620864768,0,0,0,0,0,0,0,0,0.503329862594303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279627701441279,0,2.12517053095372,0,0,0,0,0,0,0,0,0,0,0.0559255402882559,0,0,0,0,0,0,0,0,0.0559255402882559,0,0,0,0,0,0,0,0,0,0,0
"sample_57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08433247213575,0,0,0.01686649442715,0,0.01686649442715,0,0,0,0,0,0,0,0.32046339411585,0.0337329888543,0,0,0,0,0,0,0,0,0.11806546099005,0,0.05059948328145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01686649442715,0,0,0,0,0,0,0,0,0,0,0
"sample_58",0,0,0,0,0.109003141743053,0,0,0,0,0,0.163504712614579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65160524839227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545015708715264,0.708520421329844,0.109003141743053,0.109003141743053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109003141743053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236249929272677,0,0,1.29937461099973,0,0,0,0,0,0.0236249929272677,0,0,0,0,0,0,0,0.0236249929272677,0,0,0,0.094499971709071,0,0,0,0,0.448874865618087,0,0.21262493634541,0,0,0,0,0,0,0,0,0.0236249929272677,0,0,0,0,0,0.094499971709071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_60",0,0,0,0,0.0539216283641569,0,0,0,0,0.0269608141820785,0,0,0.0808824425462354,0,0,0,0,0,0.0269608141820785,0,0,0,0.0269608141820785,0,0.0269608141820785,1.67157047928886,0,0,0,0,0,0.0269608141820785,0.0539216283641569,0,0.0539216283641569,0,0,0.35049058436702,0,0.0269608141820785,0.0539216283641569,0.0808824425462354,0,0.0269608141820785,0,0,0,0.0808824425462354,2.07598269202004,0,8.57353890990095,0,0,0,0.107843256728314,0,0,0,0,0.188725699274549,0,0,0,0,0,0,0.296568956002863,0.0269608141820785,0,0,0,0,0,0,0,0,0,0,0,0.0539216283641569,0,0
"sample_61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239186412202621,0,0,0,0,0,0,0.119593206101311,0,0,1.10025749613206,0,0,0,0,0,0.0239186412202621,0,0,0,0,0,0,0,0.0478372824405242,0,0,0.0239186412202621,0.0717559236607863,0,0,0.0478372824405242,0,0.310942335863407,0,1.31552526711442,0,0,0.0239186412202621,0,0,0,0,0,0.0956745648810484,0,0,0,0,0,0.0478372824405242,0,0,0.0239186412202621,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_62",0,0,0,0,0,0.0926466793808793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509556736594836,0,0,0,0,0.0926466793808793,0,0,0,0,0,0,0,0,0,0,0,0.0463233396904397,0,0,0,0,0.972790133499233,2.50146034328374,0,0.138970019071319,0,0,0,0,0,0,0,0,0,0,0.0463233396904397,0,0,0,0,0,0,0,0,0,0,0.0463233396904397,0,0.0463233396904397,0,0,0,0,0,0,0
"sample_63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65455010734091,0,0,0,0,0,0,0,0,0,0,0,0.630304802796536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393940501747835,0,0,0,0,0.236364301048701,0,0,0,0,0,0,0,0,0.078788100349567,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010480661487,0,0,0,0,0,0.0878678836075653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439339418037827,0,0.307537592626479,0,0,0,0,0,0,0,0,0.0439339418037827,0.0439339418037827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342535369579471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311395790526792,0,0,0,0,0,0,0.934187371580376,0,0.124558316210717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_66",0,0,0,0,0,0,0,0,0,0,0.0504220832589608,0,0.100844166517922,0,0,0,0,0,0,0,0,0,0,0,0,0.504220832589608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100844166517922,0,0,0,0,0,0.100844166517922,0.403376666071686,0,0,0,0,0,0,0,0,0.100844166517922,0.201688333035843,0.252110416294804,0,0,0,0,0,0,0,0,0,0,0.201688333035843,0,0,0,0,0,0,0,0,0
"sample_67",0,0,0,0.0595929834982857,0,0,0,0,0,0.0595929834982857,0.0595929834982857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357557900989714,0,0,0,0,0,0,0,0,0,0,0,0.0595929834982857,0,0,0,0,0,0.119185966996571,0,0,0,0,0.0595929834982857,0,0.0595929834982857,0,0,0,0,0,0,0,0,0.0595929834982857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595929834982857,0,0
"sample_68",0,0,0,0,0,0,0,0,0,0.0699611855342656,0.0233203951780885,0,0,0,0.0699611855342656,0,0,0,0,0,0,0,0,0,0.0233203951780885,0.466407903561771,0,0.0233203951780885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233203951780885,0,0,0.139922371068531,0,0.326485532493239,0,0,0,0,0,0,0,0,0.139922371068531,0.0233203951780885,0,0,0,0.0699611855342656,0.0233203951780885,0,0,0,0,0,0,0.0233203951780885,0,0,0,0.0233203951780885,0,0,0,0,0
"sample_69",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327990692936097,0,0,0,0,0,0,0.0327990692936097,0,0.0327990692936097,0,0,0.327990692936097,0,0,0,0,0,22.4673624661227,0,0,0,0,0,0,0,12.1684547079292,0,0,0,0,0,0,0,0.0983972078808292,2.62392554348878,0.0655981385872195,0.327990692936097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163995346468049,0.0327990692936097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_70",0,0,0,0,0,0.0260885581323514,0,0,0,0.104354232529406,0,0,0,0,0,0,0.0260885581323514,0,0,0,0,0.0260885581323514,0,0,0,13.4877845544257,0,0,0.0782656743970543,0,0,0.208708465058811,0,0,0,0,0.0521771162647029,0.130442790661757,0,0.104354232529406,0,0,0,2.16535032498517,0,0,0,0.0260885581323514,6.75693655627902,0,2.16535032498517,0,0.0260885581323514,0.0521771162647029,0,0,0,0,0,0.0782656743970543,0,0,0,0,0,0,0.0260885581323514,0,0,0.0782656743970543,0.0260885581323514,0,0,0,0,0,0,0,0,0,0,0
"sample_71",0,0,0,0.0498357438799589,0,0,0,0,0,0,0.0498357438799589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348850207159712,0,0,0,0,0.149507231639877,0,0,0,0,0,0,0.0996714877599177,0,0,0,0,0,0,0,0,0,0,0,0,0.0498357438799589,0,0,0,0,0,0,0,0,0.0498357438799589,0,0.0996714877599177,0,0,0.0498357438799589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_72",0,0,0,0,0,0,0,0,0,0.102427186305731,0.102427186305731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43398060828023,0,0,0,0,0,0,0.102427186305731,0,0,0,0,0,0,0,0,0,0,0.716990304140117,0,0,0,0,0.307281558917193,0,0.307281558917193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102427186305731,0,0.102427186305731,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435902100049906,0,0,0,0,0,0.392311890044916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435902100049906,0,0,0,0.0435902100049906,0,0,0,0,0,0,0.305131470034935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435902100049906,0,0,0,0,0,0,0,0,0,0,0
"sample_74",0,0.0605174923390906,0,0,0,0,0,0,0,0.121034984678181,0.0605174923390906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14983235444272,0,0,0,0,0,0,0,0,0,0,0,0.0605174923390906,0,0,0,0,0,0.181552477017272,0,0,0,0,0,0,0.90776238508636,0,0,0,0,0,0,0.0605174923390906,0,0,0,0,0,0,0,0,0,0,0.0605174923390906,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412187513285687,0,0,2.47312507971412,0,0,0.0588839304693838,0,0,0,0,0,0,0,0.0588839304693838,0,0,0,0.0588839304693838,0,0,0,0.0588839304693838,4.65183050708132,0,0.824375026571374,0,0,0,0,0,0,0,0,0,0.0588839304693838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_76",0,0,0,0,0,0,0,0,0,0.697692753321192,2.79077101328477,0,0,0.736453461839036,0,0,0,0,1.27910338108885,0,0,0,1.08529983849963,0,0,11.0080412190677,0,0,0,0,0,0,0,0,0,0,0,1.43414621516023,0,0,0,0,0,3.33342093253458,0,0,0.852735587392568,0,2.82953172180261,0,2.13183896848142,0,0,0,0,0,0,0,0,0.852735587392568,0.077521417035688,0.155042834071376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_77",0,0,0,0,0,0,0,0,0,0.0572100642572,0,0.0286050321286,0,0,0.0286050321286,0,0,0.0286050321286,0,0,0,0,0.0572100642572,0,0,2.0309572811306,0,0,0,0,0,0.286050321286,0.0286050321286,0,0,0,0.0286050321286,0.0286050321286,0,0.1716301927716,0.0286050321286,0,0.0286050321286,0.1716301927716,0,0.0286050321286,0,0,0.4862855461862,0,1.6590918634588,0,0.0572100642572,0,0,0,0,0,0,0.0858150963858,0,0,0,0.0286050321286,0,0,0.0286050321286,0,0.1144201285144,0,0.0572100642572,0,0.0572100642572,0,0,0,0.0286050321286,0,0,0.0286050321286,0,0
"sample_78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03459420527224,0,1.01729710263612,0,1.01729710263612,0,0,0,0,0,13.2248623342696,0,3.05189130790837,1.01729710263612,0,0,11.1902681289973,0,0,0,0,0,0,0,1.01729710263612,2.03459420527224,0,0,0,0,0,2.03459420527224,60.0205290555312,990.847377967583,0,871.823616959157,0,0,0,0,0,0,0,0,1.01729710263612,0,0,0,0,0,0,0,0,0,0,0,1.01729710263612,0,0,0,0,0,0,0,0,0,0
"sample_79",0,0,0.196334366693461,0,0,0,0,0,0,0.746070593435152,0.785337466773844,0,0,0,0,0,0,0,0,0,0,0,0.824604340112536,0,0,30.3140262174704,0,0,0,0,0,2.27747865364415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117800620016077,16.5706205489281,0,7.38217218767414,0,0,0,0,0,0,0,0,1.4921411868703,0,0.549736226741691,0,0,0,0.981671833467305,0,0.35340186004823,0,0,0,0,0,0,0,0,0,0.903138086789921,0,0,0,0
"sample_80",0,0,0,0,0,0,0,0,0,0.294855444759363,0.0589710889518726,0,0,0.0589710889518726,0,0,0.0589710889518726,0,0,0,0,0,0,0,0,1.79861821303212,0,0,0,0,0,0.117942177903745,0,0,0,0,0,0.176913266855618,0,0,0,0,0,0.206398811331554,0,0,0.147427722379682,0,2.29987246912303,0,1.97553147988773,0,0,0,0,0,0,0,0,0.147427722379682,0,0.0589710889518726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_81",0,0,0,0.4795433979582,0,0,0,0,0,1.85823066708803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09800236606713,0,0.539486322702975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13891557015073,0.419600473213425,73.1903111133703,0,0,0,0,0,0,0,0,0,0,1.79828774234325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_82",0,0,0,0,0.0229858790159865,0,0,0,0,0,0.0229858790159865,0,0,0,0,0,0,0,0,0,0,0,0.0229858790159865,0,0,0.758534007527554,0.0229858790159865,0,0,0,0,0.0229858790159865,0,0,0,0,0,0.0229858790159865,0.0689576370479594,0.0229858790159865,0,0,0.0229858790159865,0.0689576370479594,0,0,0.0459717580319729,0,1.28720922489524,0.0229858790159865,2.0457432324228,0,0,0,0,0,0,0,0,0.0229858790159865,0,0.0229858790159865,0,0,0,0.0229858790159865,0.0459717580319729,0,0,0,0.0229858790159865,0.0229858790159865,0.0229858790159865,0,0,0,0,0,0,0,0,0
"sample_83",0,0,0,0,0.0970539280151016,0,0,0,0,0.194107856030203,0.0970539280151016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291161784045305,3.00867176846815,0,0,0,0,0,0,0.194107856030203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970539280151016,1.84402463228693,0,1.06759320816612,0,0,0,0,0,0,0.0970539280151016,0,0,0,0.194107856030203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194107856030203,0,0
"sample_84",0,0.130223536252943,0,0.156268243503532,0,0.182312950754121,0.130223536252943,0.0260447072505887,0,1.43245889878238,0.0260447072505887,0,0,0,0.156268243503532,0,0,0,0,0.260447072505887,0.104178829002355,0,0.130223536252943,3.46394606432829,0.468804730510596,49.9797932138796,0,0,0.182312950754121,0.208357658004709,0,1.51059302053414,0.338581194257653,0,0,0.312536487007064,0.312536487007064,0.416715316009419,0.703207095765894,3.35976723532594,0,0.39067060875883,0.156268243503532,2.08357658004709,0.364625901508241,0.234402365255298,0,0,4.29737669634713,0.130223536252943,30.2118604106828,0.156268243503532,0.0260447072505887,0,0.104178829002355,0,0.130223536252943,0,0.234402365255298,2.00544245829533,0.0260447072505887,0.57298355951295,0.0520894145011773,0,0,0,0.338581194257653,0,0,0,0.312536487007064,0.260447072505887,1.11992241177531,0.260447072505887,0.546938852262362,0,0.416715316009419,0.807385924768248,0,0,0,0.885520046520014
"sample_85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65423789487641,0,0.0206779736859551,0.330847578975281,0,0,0.0206779736859551,0.165423789487641,0,0,0,0.330847578975281,0,0,0,0,0,1.30271234221517,0.0413559473719102,0,0,0,0,1.17864450009944,0,0.475593394776967,0,0.0206779736859551,0.227457710545506,0,0,3.22576389500899,0.103389868429775,0,0.0206779736859551,0,0,0,0.165423789487641,0.496271368462922,0.847796921124159,0.0206779736859551,0,0,0,0,0,0,0,0.268813657917416,0.0206779736859551,0.0206779736859551,0,0,0,0,0
"sample_86",0,0,0,0,0,0,0.817782803896852,0,0.292065287106018,4.7898707085387,2.04445700974213,0,0,0,0.46730445936963,0,0,0,0,0,0,0,0,0,0,28.5055720215474,0,0,0,0,0,0.350478344527222,0,0,1.5187394929513,0,1.28508726326648,0.350478344527222,0,0,0,0,0,0,0,0,0,0.0584130574212037,7.24321912022926,0.292065287106018,20.2109178677365,0,0.584130574212037,0,0,0,0,0,0,3.50478344527222,0.292065287106018,0.700956689054445,0,0,0,0.817782803896852,0.116826114842407,0.584130574212037,1.92763089489972,0,0.525717516790833,2.97906592848139,1.40191337810889,0,0,0.525717516790833,0,0,0,0.642543631633241,0.292065287106018,0
"sample_87",0,0,0,0,0,0,0,0,0.246107216679263,0.457056259547202,0,0,0,0.0703163476226465,0,0.0703163476226465,0,0,0,0,0.0703163476226465,0,0.10547452143397,0.0703163476226465,0.0351581738113232,6.29331311222686,0,0,0.0703163476226465,0,0,0.10547452143397,0,0,0.210949042867939,0,0.10547452143397,0,0,0.140632695245293,0,0,0.140632695245293,0,0,0,0,0,1.72275051675484,0.0351581738113232,5.06277702883055,0.10547452143397,0.140632695245293,0.0351581738113232,0,0,0,0,0,0.668005302415142,0.10547452143397,0.0703163476226465,0,0,0.0703163476226465,0,0,0,0,0,0.175790869056616,0.210949042867939,0.457056259547202,0,0.0351581738113232,0,0.0703163476226465,0.0351581738113232,0,0,0,0
"sample_88",0,0.039214279942784,0.058821419914176,0,0,0,0,0,0,0.019607139971392,0,0.019607139971392,0,0.039214279942784,0.078428559885568,0,0,0,0,0,0,0,0,0.078428559885568,0.019607139971392,2.07835683696755,0,0,0.019607139971392,0.019607139971392,0,0.019607139971392,0,0.058821419914176,0,0,0.019607139971392,0.078428559885568,0,0.156857119771136,0,0.039214279942784,0,0.078428559885568,0,0,0.058821419914176,0,1.45092835788301,0,1.27446409814048,0,0,0.019607139971392,0.019607139971392,0,0,0,0,0,0,0,0,0,0.156857119771136,0,0,0,0.019607139971392,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_89",0,0,0,0,0,0,0,0,0,0,0,0,0.465356217916333,0,0,0,0,0,0,0,0,0,0,0,0,9.85709079768232,0,0,0,0,0,0,0,0,0,0,0,1.98834020382433,0,0,0,0,0,0,0,0,0,0,1.522983985908,0,3.63823952189133,0,0,0,0,0,0,0,0,4.14590085052733,0.126915332159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_90",0,0,0,0,0,0,0,0,0,0,0.100154016847107,0,0.100154016847107,0,0,0,0,0,0,0,0,0,0,0,0,0.500770084235537,0,0.200308033694215,0.200308033694215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901386151623967,0,1.50231025270661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9297321457426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547748016193622,0,2.26924178137358,0,0,0,0,0,0,0,0,0.860746882589978,0,1.01724631578816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sample_92",0,0,0,0,0,0.138298488798583,0,0,0.0691492443992915,0.345746221996458,0.207447733197875,0,0.0691492443992915,0,0.0691492443992915,0,0,0,0,0.138298488798583,0,0,0.172873110998229,0,0.0691492443992915,5.60108879634261,0,0,0,0.0691492443992915,0,0.0691492443992915,0,0.138298488798583,0.207447733197875,0,0.103723866598937,0.0691492443992915,0,0.172873110998229,0,0.207447733197875,0.24202235539752,0.172873110998229,0,0,0.103723866598937,0.0691492443992915,0.726067066192561,0,2.07447733197875,0,0.0691492443992915,0.103723866598937,0,0,0.0345746221996458,0.138298488798583,0,0.829790932791498,0.0345746221996458,0.103723866598937,0,0,0,1.2101117769876,0,0,0.172873110998229,0,0.0691492443992915,0.0345746221996458,0,0,0,0.0691492443992915,0.0345746221996458,0,0.0345746221996458,0,0,0
